Code région,Nom de la région,Code département,Code arrondissement,Code canton,Code commune,Nom de la commune,Population municipale,Population comptée à part,Population totale
41,Lorraine,88,3,02,356,Les Poulières,226,1,227
41,Lorraine,88,2,16,357,Poussay,720,21,741
41,Lorraine,88,1,23,358,Pouxeux,1967,45,2012
41,Lorraine,88,1,03,359,Prey,90,4,94
41,Lorraine,88,1,10,360,Provenchères-lès-Darney,162,3,165
41,Lorraine,88,3,20,361,Provenchères-sur-Fave,870,22,892
41,Lorraine,88,3,26,362,Le Puid,98,6,104
41,Lorraine,88,2,09,363,Punerot,178,7,185
41,Lorraine,88,2,16,364,Puzieux,160,1,161
41,Lorraine,88,1,11,365,Racécourt,146,4,150
41,Lorraine,88,2,07,366,Rainville,278,10,288
41,Lorraine,88,1,21,367,Rambervillers,5685,202,5887
41,Lorraine,88,2,16,368,Ramecourt,168,9,177
41,Lorraine,88,1,27,369,Ramonchamp,1995,124,2119
41,Lorraine,88,2,28,370,Rancourt,66,2,68
41,Lorraine,88,1,23,371,Raon-aux-Bois,1171,41,1212
41,Lorraine,88,3,22,372,Raon-l'Étape,6678,191,6869
41,Lorraine,88,3,22,373,Raon-sur-Plaine,159,0,159
41,Lorraine,88,1,05,374,Rapey,16,2,18
41,Lorraine,88,3,24,375,Raves,443,7,450
41,Lorraine,88,2,18,376,Rebeuville,256,15,271
41,Lorraine,88,1,17,377,Regnévelle,144,2,146
41,Lorraine,88,1,11,378,Regney,92,0,92
41,Lorraine,88,1,06,379,Rehaincourt,335,7,342
41,Lorraine,88,3,08,380,Rehaupal,190,6,196
41,Lorraine,88,1,10,381,Relanges,217,6,223
41,Lorraine,88,2,16,382,Remicourt,77,5,82
41,Lorraine,88,1,23,383,Remiremont,8038,489,8527
41,Lorraine,88,3,24,386,Remomeix,465,16,481
41,Lorraine,88,2,28,385,Remoncourt,593,11,604
41,Lorraine,88,2,07,387,Removille,199,8,207
41,Lorraine,88,1,30,388,Renauvoid,119,5,124
41,Lorraine,88,2,16,389,Repel,62,2,64
41,Lorraine,88,2,15,390,Robécourt,119,4,123
41,Lorraine,88,1,25,391,Rochesson,671,19,690
41,Lorraine,88,2,15,392,Rocourt,24,0,24
41,Lorraine,88,2,18,393,Rollainville,327,12,339
41,Lorraine,88,2,15,394,Romain-aux-Bois,43,0,43
41,Lorraine,88,1,21,395,Romont,348,14,362
41,Lorraine,88,3,02,398,Les Rouges-Eaux,79,2,81
41,Lorraine,88,1,03,399,Le Roulier,194,6,200
41,Lorraine,88,2,16,400,Rouvres-en-Xaintois,293,6,299
41,Lorraine,88,2,07,401,Rouvres-la-Chétive,438,15,453
41,Lorraine,88,1,21,402,Roville-aux-Chênes,391,200,591
41,Lorraine,88,2,28,403,Rozerotte,201,7,208
41,Lorraine,88,2,15,404,Rozières-sur-Mouzon,87,0,87
41,Lorraine,88,1,05,406,Rugney,126,2,128
41,Lorraine,88,2,09,407,Ruppes,126,9,135
41,Lorraine,88,1,27,408,Rupt-sur-Moselle,3587,73,3660
41,Lorraine,88,1,23,409,Saint-Amé,2133,70,2203
41,Lorraine,88,1,10,411,Saint-Baslemont,90,2,92
41,Lorraine,88,1,21,412,Saint-Benoît-la-Chipotte,417,9,426
41,Lorraine,88,3,98,413,Saint-Dié-des-Vosges,21705,1038,22743
41,Lorraine,88,1,23,415,Saint-Étienne-lès-Remiremont,3879,95,3974
41,Lorraine,88,1,21,416,Saint-Genest,127,4,131
41,Lorraine,88,1,21,417,Saint-Gorgon,380,5,385
41,Lorraine,88,3,26,419,Saint-Jean-d'Ormont,158,5,163
41,Lorraine,88,2,15,421,Saint-Julien,135,4,139
41,Lorraine,88,3,13,423,Saint-Léonard,1380,25,1405
41,Lorraine,88,1,21,425,Saint-Maurice-sur-Mortagne,177,6,183
41,Lorraine,88,1,27,426,Saint-Maurice-sur-Moselle,1494,28,1522
41,Lorraine,88,2,16,427,Saint-Menge,102,6,108
41,Lorraine,88,3,31,428,Saint-Michel-sur-Meurthe,2037,67,2104
41,Lorraine,88,1,23,429,Saint-Nabord,3987,229,4216
41,Lorraine,88,2,04,430,Saint-Ouen-lès-Parey,492,4,496
41,Lorraine,88,2,07,431,Saint-Paul,137,3,140
41,Lorraine,88,1,21,432,Saint-Pierremont,159,7,166
41,Lorraine,88,2,16,433,Saint-Prancher,74,2,76
41,Lorraine,88,2,04,434,Saint-Remimont,210,4,214
41,Lorraine,88,3,22,435,Saint-Remy,505,14,519
41,Lorraine,88,3,26,436,Saint-Stail,77,4,81
41,Lorraine,88,1,11,437,Saint-Vallier,97,1,98
41,Lorraine,88,1,21,410,Sainte-Barbe,280,5,285
41,Lorraine,88,1,03,418,Sainte-Hélène,460,12,472
41,Lorraine,88,3,24,424,Sainte-Marguerite,2451,65,2516
41,Lorraine,88,3,31,438,La Salle,399,5,404
41,Lorraine,88,1,30,439,Sanchey,786,25,811
41,Lorraine,88,2,07,440,Sandaucourt,204,2,206
41,Lorraine,88,1,10,441,Sans-Vallois,119,6,125
41,Lorraine,88,1,25,442,Sapois,651,16,667
41,Lorraine,88,2,18,443,Sartes,103,4,107
41,Lorraine,88,3,26,444,Le Saulcy,308,8,316
41,Lorraine,88,3,24,445,Saulcy-sur-Meurthe,2360,61,2421
41,Lorraine,88,2,04,446,Saulxures-lès-Bulgnéville,256,6,262
41,Lorraine,88,1,25,447,Saulxures-sur-Moselotte,2796,142,2938
41,Lorraine,88,2,04,448,Sauville,197,3,200
41,Lorraine,88,1,05,449,Savigny,189,9,198
41,Lorraine,88,2,15,450,Senaide,203,5,208
41,Lorraine,88,3,26,451,Senones,2797,65,2862
41,Lorraine,88,1,10,452,Senonges,148,3,151
41,Lorraine,88,2,09,453,Seraumont,48,0,48
41,Lorraine,88,1,06,454,Sercoeur,268,3,271
41,Lorraine,88,2,15,455,Serécourt,105,1,106
41,Lorraine,88,2,15,456,Serocourt,100,1,101
41,Lorraine,88,2,09,457,Sionne,138,7,145
41,Lorraine,88,1,05,458,Socourt,241,5,246
41,Lorraine,88,2,07,459,Soncourt,56,1,57
41,Lorraine,88,2,09,460,Soulosse-sous-Saint-Élophe,603,21,624
41,Lorraine,88,2,04,461,Suriauville,208,5,213
41,Lorraine,88,1,23,462,Le Syndicat,1914,64,1978
41,Lorraine,88,3,31,463,Taintrux,1569,44,1613
41,Lorraine,88,1,23,464,Tendon,496,17,513
41,Lorraine,88,1,06,465,Thaon-les-Vosges,8035,213,8248
41,Lorraine,88,2,28,466,They-sous-Montfort,156,2,158
41,Lorraine,88,1,25,467,Thiéfosse,589,21,610
41,Lorraine,88,1,27,468,Le Thillot,3757,81,3838
41,Lorraine,88,2,16,469,Thiraucourt,104,5,109
41,Lorraine,88,1,23,470,Le Tholy,1596,53,1649
41,Lorraine,88,2,15,471,Les Thons,129,6,135
41,Lorraine,88,2,28,472,Thuillières,140,1,141
41,Lorraine,88,2,15,473,Tignécourt,109,3,112
41,Lorraine,88,2,18,474,Tilleux,69,1,70
41,Lorraine,88,2,15,475,Tollaincourt,121,2,123
41,Lorraine,88,2,16,476,Totainville,134,3,137
41,Lorraine,88,2,18,477,Trampot,112,1,113
41,Lorraine,88,2,09,478,Tranqueville-Graux,80,2,82
41,Lorraine,88,1,01,479,Trémonzey,232,7,239
41,Lorraine,88,1,05,480,Ubexy,170,5,175
41,Lorraine,88,1,29,481,Uriménil,1355,20,1375
41,Lorraine,88,2,04,482,Urville,69,1,70
41,Lorraine,88,1,30,483,Uxegney,2030,52,2082
41,Lorraine,88,1,29,484,Uzemain,1108,15,1123
41,Lorraine,88,2,04,485,La Vacheresse-et-la-Rouillie,122,1,123
41,Lorraine,88,1,25,486,Vagney,3989,132,4121
41,Lorraine,88,1,19,487,Le Val-d'Ajol,4098,155,4253
41,Lorraine,88,2,28,488,Valfroicourt,248,12,260
41,Lorraine,88,2,16,489,Valleroy-aux-Saules,252,1,253
41,Lorraine,88,2,28,490,Valleroy-le-Sec,168,6,174
41,Lorraine,88,1,10,491,Les Vallois,105,2,107
41,Lorraine,88,3,13,492,Le Valtin,92,2,94
41,Lorraine,88,1,05,493,Varmonzey,24,0,24
41,Lorraine,88,1,11,494,Vaubexy,116,5,121
41,Lorraine,88,1,12,495,Vaudéville,174,7,181
41,Lorraine,88,2,04,496,Vaudoncourt,131,3,134
41,Lorraine,88,1,06,497,Vaxoncourt,479,4,483
41,Lorraine,88,1,23,498,Vecoux,990,49,1039
41,Lorraine,88,1,11,499,Velotte-et-Tatignécourt,165,6,171
41,Lorraine,88,1,25,500,Ventron,927,21,948
41,Lorraine,88,3,26,501,Le Vermont,51,1,52
41,Lorraine,88,3,02,502,Vervezelle,146,3,149
41,Lorraine,88,3,22,503,Vexaincourt,213,2,215
41,Lorraine,88,2,07,504,Vicherey,185,5,190
41,Lorraine,88,3,08,505,Vienville,119,2,121
41,Lorraine,88,3,26,506,Vieux-Moulin,312,11,323
41,Lorraine,88,1,11,508,Ville-sur-Illon,506,8,514
41,Lorraine,88,2,16,507,Villers,221,12,233
41,Lorraine,88,1,06,509,Villoncourt,102,4,106
41,Lorraine,88,2,15,510,Villotte,175,6,181
41,Lorraine,88,2,18,511,Villouxel,90,0,90
41,Lorraine,88,1,03,512,Viménil,198,6,204
41,Lorraine,88,1,05,513,Vincey,2282,38,2320
41,Lorraine,88,2,07,514,Viocourt,147,1,148
41,Lorraine,88,1,01,515,Vioménil,141,11,152
41,Lorraine,88,2,28,516,Vittel,5510,155,5665
41,Lorraine,88,1,17,517,Viviers-le-Gras,168,4,172
41,Lorraine,88,2,28,518,Viviers-lès-Offroicourt,30,1,31
41,Lorraine,88,3,31,519,La Voivre,758,24,782
41,Lorraine,88,1,01,520,Les Voivres,324,8,332
41,Lorraine,88,1,21,521,Vomécourt,259,6,265
41,Lorraine,88,1,05,522,Vomécourt-sur-Madon,69,4,73
41,Lorraine,88,2,07,523,Vouxey,166,6,172
41,Lorraine,88,2,04,524,Vrécourt,356,5,361
41,Lorraine,88,2,16,525,Vroville,140,5,145
41,Lorraine,88,3,24,526,Wisembach,404,11,415
41,Lorraine,88,1,21,527,Xaffévillers,150,2,152
41,Lorraine,88,1,03,528,Xamontarupt,153,10,163
41,Lorraine,88,1,05,529,Xaronval,85,2,87
41,Lorraine,88,1,29,530,Xertigny,2782,48,2830
41,Lorraine,88,3,14,531,Xonrupt-Longemer,1587,58,1645
41,Lorraine,88,1,06,532,Zincourt,85,1,86
26,Bourgogne,89,1,34,001,Accolay,467,10,477
26,Bourgogne,89,1,09,002,Aigremont,68,4,72
26,Bourgogne,89,1,01,003,Aillant-sur-Tholon,1434,32,1466
26,Bourgogne,89,2,02,004,Aisy-sur-Armançon,270,3,273
26,Bourgogne,89,2,02,005,Ancy-le-Franc,1034,28,1062
26,Bourgogne,89,2,02,006,Ancy-le-Libre,179,10,189
26,Bourgogne,89,1,13,007,Andryes,475,7,482
26,Bourgogne,89,2,18,008,Angely,124,1,125
26,Bourgogne,89,2,05,009,Annay-la-Côte,361,9,370
26,Bourgogne,89,2,21,010,Annay-sur-Serein,244,6,250
26,Bourgogne,89,2,05,011,Annéot,150,8,158
26,Bourgogne,89,2,18,012,Annoux,96,4,100
26,Bourgogne,89,1,41,013,Appoigny,3146,72,3218
26,Bourgogne,89,3,08,014,Arces-Dilo,596,19,615
26,Bourgogne,89,1,34,015,Arcy-sur-Cure,515,12,527
26,Bourgogne,89,2,02,016,Argentenay,99,3,102
26,Bourgogne,89,2,02,017,Argenteuil-sur-Armançon,249,7,256
26,Bourgogne,89,3,37,018,Armeau,724,20,744
26,Bourgogne,89,2,15,019,Arthonnay,165,6,171
26,Bourgogne,89,2,35,020,Asnières-sous-Bois,151,1,152
26,Bourgogne,89,2,35,021,Asquins,320,10,330
26,Bourgogne,89,2,18,022,Athie,149,2,151
26,Bourgogne,89,1,03,023,Augy,1073,99,1172
26,Bourgogne,89,1,98,024,Auxerre,36856,2600,39456
26,Bourgogne,89,2,05,025,Avallon,7321,371,7692
26,Bourgogne,89,3,36,027,Bagneaux,230,2,232
26,Bourgogne,89,2,15,028,Baon,83,2,85
26,Bourgogne,89,1,39,029,Bassou,764,29,793
26,Bourgogne,89,1,34,030,Bazarnes,408,7,415
26,Bourgogne,89,1,28,031,Beaumont,559,16,575
26,Bourgogne,89,2,23,032,Beauvilliers,95,2,97
26,Bourgogne,89,1,33,033,Beauvoir,338,19,357
26,Bourgogne,89,1,09,034,Beine,479,19,498
26,Bourgogne,89,1,07,035,Bellechaume,461,13,474
26,Bourgogne,89,3,11,036,La Belliole,255,4,259
26,Bourgogne,89,1,19,037,Béon,506,17,523
26,Bourgogne,89,2,16,038,Bernouil,119,2,121
26,Bourgogne,89,2,32,039,Béru,74,1,75
26,Bourgogne,89,1,34,040,Bessy-sur-Cure,165,3,168
26,Bourgogne,89,2,16,041,Beugnon,316,4,320
26,Bourgogne,89,2,17,042,Bierry-les-Belles-Fontaines,212,7,219
26,Bourgogne,89,2,18,043,Blacy,107,3,110
26,Bourgogne,89,2,35,044,Blannay,130,6,136
26,Bourgogne,89,1,03,045,Bleigny-le-Carreau,311,6,317
26,Bourgogne,89,1,06,046,Bléneau,1451,25,1476
26,Bourgogne,89,3,08,048,Boeurs-en-Othe,321,5,326
26,Bourgogne,89,1,34,049,Bois-d'Arcy,35,2,37
26,Bourgogne,89,1,39,050,Bonnard,927,18,945
26,Bourgogne,89,3,37,051,Les Bordes,500,7,507
26,Bourgogne,89,1,01,053,Branches,415,12,427
26,Bourgogne,89,3,11,054,Brannay,676,14,690
26,Bourgogne,89,1,07,055,Brienon-sur-Armançon,3150,53,3203
26,Bourgogne,89,1,39,056,Brion,609,17,626
26,Bourgogne,89,2,35,057,Brosses,285,5,290
26,Bourgogne,89,2,23,058,Bussières,124,5,129
26,Bourgogne,89,1,07,059,Bussy-en-Othe,759,15,774
26,Bourgogne,89,3,37,060,Bussy-le-Repos,379,11,390
26,Bourgogne,89,2,16,061,Butteaux,267,9,276
26,Bourgogne,89,2,16,062,Carisey,377,3,380
26,Bourgogne,89,3,26,063,La Celle-Saint-Cyr,787,12,799
26,Bourgogne,89,2,21,064,Censy,56,0,56
26,Bourgogne,89,3,08,065,Cérilly,48,3,51
26,Bourgogne,89,3,08,066,Cerisiers,948,21,969
26,Bourgogne,89,1,19,067,Cézy,1106,18,1124
26,Bourgogne,89,1,09,068,Chablis,2427,96,2523
26,Bourgogne,89,1,07,069,Chailley,579,9,588
26,Bourgogne,89,1,10,070,Chambeugle,65,0,65
26,Bourgogne,89,2,35,071,Chamoux,84,0,84
26,Bourgogne,89,1,06,072,Champcevrais,314,4,318
26,Bourgogne,89,1,06,073,Champignelles,1041,61,1102
26,Bourgogne,89,3,22,074,Champigny,2090,32,2122
26,Bourgogne,89,1,19,075,Champlay,685,14,699
26,Bourgogne,89,1,07,076,Champlost,797,18,815
26,Bourgogne,89,1,03,077,Champs-sur-Yonne,1582,136,1718
26,Bourgogne,89,1,01,078,Champvallon,576,23,599
26,Bourgogne,89,1,19,079,Chamvres,681,19,700
26,Bourgogne,89,3,31,080,La Chapelle-sur-Oreuse,566,8,574
26,Bourgogne,89,1,20,081,La Chapelle-Vaupelteigne,90,7,97
26,Bourgogne,89,1,41,083,Charbuy,1678,43,1721
26,Bourgogne,89,1,12,084,Charentenay,293,2,295
26,Bourgogne,89,1,39,085,Charmoy,1203,19,1222
26,Bourgogne,89,1,10,086,Charny,1689,30,1719
26,Bourgogne,89,2,02,087,Chassignelles,307,13,320
26,Bourgogne,89,1,01,088,Chassy,484,6,490
26,Bourgogne,89,2,23,089,Chastellux-sur-Cure,163,4,167
26,Bourgogne,89,2,35,091,Châtel-Censoir,673,8,681
26,Bourgogne,89,2,21,092,Châtel-Gérard,255,14,269
26,Bourgogne,89,3,22,093,Chaumont,604,15,619
26,Bourgogne,89,3,37,094,Chaumot,669,12,681
26,Bourgogne,89,1,09,095,Chemilly-sur-Serein,176,3,179
26,Bourgogne,89,1,28,096,Chemilly-sur-Yonne,846,22,868
26,Bourgogne,89,1,10,097,Chêne-Arnoult,119,6,125
26,Bourgogne,89,2,32,098,Cheney,268,7,275
26,Bourgogne,89,1,28,099,Cheny,2532,58,2590
26,Bourgogne,89,3,11,100,Chéroy,1592,12,1604
26,Bourgogne,89,1,25,101,Chéu,530,16,546
26,Bourgogne,89,1,42,102,Chevannes,2207,84,2291
26,Bourgogne,89,1,10,103,Chevillon,312,6,318
26,Bourgogne,89,1,09,104,Chichée,350,8,358
26,Bourgogne,89,1,39,105,Chichery,487,14,501
26,Bourgogne,89,3,36,107,Chigy,268,7,275
26,Bourgogne,89,1,09,108,Chitry,348,8,356
26,Bourgogne,89,2,17,109,Cisery,56,2,58
26,Bourgogne,89,3,36,111,Les Clérimois,250,6,256
26,Bourgogne,89,2,32,112,Collan,184,1,185
26,Bourgogne,89,3,30,113,Collemiers,568,19,587
26,Bourgogne,89,3,31,115,Compigny,160,4,164
26,Bourgogne,89,3,30,116,Cornant,344,14,358
26,Bourgogne,89,1,12,117,Coulangeron,201,3,204
26,Bourgogne,89,1,12,118,Coulanges-la-Vineuse,948,16,964
26,Bourgogne,89,1,13,119,Coulanges-sur-Yonne,556,7,563
26,Bourgogne,89,3,08,120,Coulours,151,3,154
26,Bourgogne,89,3,36,122,Courgenay,549,11,560
26,Bourgogne,89,1,09,123,Courgis,259,9,268
26,Bourgogne,89,3,31,124,Courlon-sur-Yonne,1157,28,1185
26,Bourgogne,89,1,14,125,Courson-les-Carrières,869,22,891
26,Bourgogne,89,3,11,126,Courtoin,40,1,41
26,Bourgogne,89,3,30,127,Courtois-sur-Yonne,764,13,777
26,Bourgogne,89,2,18,128,Coutarnoux,101,4,105
26,Bourgogne,89,1,13,129,Crain,380,11,391
26,Bourgogne,89,1,34,130,Cravant,808,9,817
26,Bourgogne,89,2,15,131,Cruzy-le-Châtel,250,4,254
26,Bourgogne,89,2,02,132,Cry,183,3,186
26,Bourgogne,89,3,26,133,Cudot,356,4,360
26,Bourgogne,89,2,17,134,Cussy-les-Forges,333,11,344
26,Bourgogne,89,3,22,136,Cuy,736,14,750
26,Bourgogne,89,2,32,137,Dannemoine,427,28,455
26,Bourgogne,89,1,10,138,Dicy,323,11,334
26,Bourgogne,89,1,33,139,Diges,1142,33,1175
26,Bourgogne,89,2,18,141,Dissangis,144,4,148
26,Bourgogne,89,3,37,142,Dixmont,902,15,917
26,Bourgogne,89,3,11,143,Dollot,312,6,318
26,Bourgogne,89,3,11,144,Domats,768,15,783
26,Bourgogne,89,2,35,145,Domecy-sur-Cure,376,18,394
26,Bourgogne,89,2,05,146,Domecy-sur-le-Vault,93,3,96
26,Bourgogne,89,1,33,147,Dracy,216,7,223
26,Bourgogne,89,1,14,148,Druyes-les-Belles-Fontaines,301,4,305
26,Bourgogne,89,2,16,149,Dyé,179,10,189
26,Bourgogne,89,1,33,150,Égleny,438,7,445
26,Bourgogne,89,3,30,151,Égriselles-le-Bocage,1219,28,1247
26,Bourgogne,89,1,39,152,Épineau-les-Voves,721,10,731
26,Bourgogne,89,2,32,153,Épineuil,620,45,665
26,Bourgogne,89,1,12,154,Escamps,812,27,839
26,Bourgogne,89,1,12,155,Escolives-Sainte-Camille,724,21,745
26,Bourgogne,89,1,07,156,Esnon,386,7,393
26,Bourgogne,89,1,13,158,Étais-la-Sauvin,698,23,721
26,Bourgogne,89,2,05,159,Étaule,414,17,431
26,Bourgogne,89,3,30,160,Étigny,759,6,765
26,Bourgogne,89,2,21,161,Étivey,238,9,247
26,Bourgogne,89,3,22,162,Évry,362,10,372
26,Bourgogne,89,1,10,163,La Ferté-Loupière,582,7,589
26,Bourgogne,89,1,13,164,Festigny,79,4,83
26,Bourgogne,89,3,36,165,Flacy,146,2,148
26,Bourgogne,89,1,01,167,Fleury-la-Vallée,1128,29,1157
26,Bourgogne,89,2,32,168,Fleys,178,4,182
26,Bourgogne,89,2,16,169,Flogny-la-Chapelle,1005,32,1037
26,Bourgogne,89,2,35,170,Foissy-lès-Vézelay,153,6,159
26,Bourgogne,89,3,36,171,Foissy-sur-Vanne,287,9,296
26,Bourgogne,89,3,29,172,Fontaine-la-Gaillarde,507,20,527
26,Bourgogne,89,1,33,173,Fontaines,471,6,477
26,Bourgogne,89,1,14,174,Fontenailles,71,0,71
26,Bourgogne,89,1,09,175,Fontenay-près-Chablis,132,3,135
26,Bourgogne,89,2,35,176,Fontenay-près-Vézelay,163,1,164
26,Bourgogne,89,1,13,177,Fontenay-sous-Fouronnes,75,1,76
26,Bourgogne,89,1,10,178,Fontenouilles,211,1,212
26,Bourgogne,89,1,27,179,Fontenoy,319,7,326
26,Bourgogne,89,3,11,180,Fouchères,397,13,410
26,Bourgogne,89,3,08,181,Fournaudin,114,1,115
26,Bourgogne,89,1,14,182,Fouronnes,151,4,155
26,Bourgogne,89,2,21,183,Fresnes,74,0,74
26,Bourgogne,89,2,02,184,Fulvy,141,4,145
26,Bourgogne,89,1,25,186,Germigny,570,16,586
26,Bourgogne,89,2,15,187,Gigny,102,7,109
26,Bourgogne,89,2,05,188,Girolles,188,4,192
26,Bourgogne,89,3,22,189,Gisy-les-Nobles,610,15,625
26,Bourgogne,89,2,35,190,Givry,186,3,189
26,Bourgogne,89,2,15,191,Gland,51,1,52
26,Bourgogne,89,1,10,192,Grandchamp,367,8,375
26,Bourgogne,89,2,21,194,Grimault,121,1,122
26,Bourgogne,89,3,30,195,Gron,1225,93,1318
26,Bourgogne,89,1,01,196,Guerchy,634,34,668
26,Bourgogne,89,2,17,197,Guillon,448,8,456
26,Bourgogne,89,1,28,198,Gurgy,1651,43,1694
26,Bourgogne,89,1,12,199,Gy-l'Évêque,461,16,477
26,Bourgogne,89,1,28,200,Hauterive,436,4,440
26,Bourgogne,89,1,28,201,Héry,1857,64,1921
26,Bourgogne,89,1,12,202,Irancy,307,8,315
26,Bourgogne,89,2,05,203,Island,203,15,218
26,Bourgogne,89,2,18,204,L' Isle-sur-Serein,756,22,778
26,Bourgogne,89,1,25,205,Jaulges,452,8,460
26,Bourgogne,89,1,19,206,Joigny,10403,414,10817
26,Bourgogne,89,2,21,207,Jouancy,34,0,34
26,Bourgogne,89,2,18,208,Joux-la-Ville,1186,15,1201
26,Bourgogne,89,3,11,209,Jouy,444,15,459
26,Bourgogne,89,2,02,210,Jully,141,6,147
26,Bourgogne,89,2,32,211,Junay,102,2,104
26,Bourgogne,89,1,12,212,Jussy,444,18,462
26,Bourgogne,89,1,01,213,Laduz,304,3,307
26,Bourgogne,89,3,36,214,Lailly,209,5,214
26,Bourgogne,89,1,14,215,Lain,161,8,169
26,Bourgogne,89,1,27,216,Lainsecq,371,15,386
26,Bourgogne,89,1,33,217,Lalande,130,1,131
26,Bourgogne,89,1,39,218,Laroche-Saint-Cydroine,1383,48,1431
26,Bourgogne,89,2,16,219,Lasson,136,6,142
26,Bourgogne,89,1,24,220,Lavau,526,2,528
26,Bourgogne,89,1,33,221,Leugny,362,11,373
26,Bourgogne,89,1,33,222,Levis,248,4,252
26,Bourgogne,89,2,02,223,Lézinnes,731,21,752
26,Bourgogne,89,1,09,224,Lichères-près-Aigremont,176,6,182
26,Bourgogne,89,2,35,225,Lichères-sur-Yonne,60,1,61
26,Bourgogne,89,1,20,226,Lignorelles,173,8,181
26,Bourgogne,89,1,20,227,Ligny-le-Châtel,1324,29,1353
26,Bourgogne,89,1,33,228,Lindry,1246,40,1286
26,Bourgogne,89,3,22,229,Lixy,441,5,446
26,Bourgogne,89,1,19,230,Looze,460,10,470
26,Bourgogne,89,2,05,232,Lucy-le-Bois,327,18,345
26,Bourgogne,89,1,34,233,Lucy-sur-Cure,210,1,211
26,Bourgogne,89,1,13,234,Lucy-sur-Yonne,149,1,150
26,Bourgogne,89,2,05,235,Magny,808,37,845
26,Bourgogne,89,3,40,236,Maillot,1107,26,1133
26,Bourgogne,89,1,34,237,Mailly-la-Ville,593,8,601
26,Bourgogne,89,1,13,238,Mailly-le-Château,590,8,598
26,Bourgogne,89,3,40,239,Malay-le-Grand,1559,36,1595
26,Bourgogne,89,3,40,240,Malay-le-Petit,348,9,357
26,Bourgogne,89,1,10,241,Malicorne,164,5,169
26,Bourgogne,89,1,20,242,Maligny,741,17,758
26,Bourgogne,89,1,10,243,Marchais-Beton,123,2,125
26,Bourgogne,89,2,17,244,Marmeaux,78,1,79
26,Bourgogne,89,3,30,245,Marsangy,826,27,853
26,Bourgogne,89,2,18,246,Massangis,411,7,418
26,Bourgogne,89,2,15,247,Mélisey,290,7,297
26,Bourgogne,89,2,05,248,Menades,54,1,55
26,Bourgogne,89,1,07,249,Mercy,74,3,77
26,Bourgogne,89,1,20,250,Méré,194,10,204
26,Bourgogne,89,1,01,251,Merry-la-Vallée,421,12,433
26,Bourgogne,89,1,14,252,Merry-Sec,175,3,178
26,Bourgogne,89,1,13,253,Merry-sur-Yonne,217,3,220
26,Bourgogne,89,1,24,254,Mézilles,578,9,587
26,Bourgogne,89,3,22,255,Michery,1020,13,1033
26,Bourgogne,89,1,12,256,Migé,441,9,450
26,Bourgogne,89,1,39,257,Migennes,7376,125,7501
26,Bourgogne,89,2,21,259,Môlay,116,4,120
26,Bourgogne,89,1,14,260,Molesmes,170,4,174
26,Bourgogne,89,3,36,261,Molinons,278,10,288
26,Bourgogne,89,2,32,262,Molosmes,227,5,232
26,Bourgogne,89,1,95,263,Monéteau,3786,138,3924
26,Bourgogne,89,1,28,268,Mont-Saint-Sulpice,772,18,790
26,Bourgogne,89,3,11,264,Montacher-Villegardin,728,16,744
26,Bourgogne,89,1,20,265,Montigny-la-Resle,607,21,628
26,Bourgogne,89,2,35,266,Montillot,280,1,281
26,Bourgogne,89,2,17,267,Montréal,194,7,201
26,Bourgogne,89,1,14,270,Mouffy,122,0,122
26,Bourgogne,89,2,21,271,Moulins-en-Tonnerrois,113,5,118
26,Bourgogne,89,1,33,272,Moulins-sur-Ouanne,272,4,276
26,Bourgogne,89,1,27,273,Moutiers-en-Puisaye,286,5,291
26,Bourgogne,89,3,30,274,Nailly,1201,31,1232
26,Bourgogne,89,1,01,275,Neuilly,434,11,445
26,Bourgogne,89,2,16,276,Neuvy-Sautour,971,25,996
26,Bourgogne,89,2,21,277,Nitry,389,9,398
26,Bourgogne,89,3,40,278,Noé,441,5,446
26,Bourgogne,89,2,21,279,Noyers,715,15,730
26,Bourgogne,89,2,02,280,Nuits,415,14,429
26,Bourgogne,89,1,01,281,Les Ormes,271,6,277
26,Bourgogne,89,1,28,282,Ormoy,667,25,692
26,Bourgogne,89,1,14,283,Ouanne,701,16,717
26,Bourgogne,89,2,02,284,Pacy-sur-Armançon,227,7,234
26,Bourgogne,89,3,31,285,Pailly,233,5,238
26,Bourgogne,89,1,33,286,Parly,800,15,815
26,Bourgogne,89,3,30,287,Paron,4460,134,4594
26,Bourgogne,89,1,07,288,Paroy-en-Othe,207,3,210
26,Bourgogne,89,1,19,289,Paroy-sur-Tholon,318,6,324
26,Bourgogne,89,2,21,290,Pasilly,50,1,51
26,Bourgogne,89,3,40,291,Passy,301,11,312
26,Bourgogne,89,3,31,469,Perceneige,890,25,915
26,Bourgogne,89,2,16,292,Percey,263,3,266
26,Bourgogne,89,1,10,294,Perreux,306,13,319
26,Bourgogne,89,1,41,295,Perrigny,1160,43,1203
26,Bourgogne,89,2,02,296,Perrigny-sur-Armançon,113,4,117
26,Bourgogne,89,2,35,297,Pierre-Perthuis,124,2,126
26,Bourgogne,89,3,37,298,Piffonds,584,8,592
26,Bourgogne,89,2,15,299,Pimelles,63,2,65
26,Bourgogne,89,2,17,300,Pisy,65,0,65
26,Bourgogne,89,3,31,302,Plessis-Saint-Jean,215,1,216
26,Bourgogne,89,2,21,303,Poilly-sur-Serein,275,7,282
